custom_id,id,upc,brand,groupname,title,price,shelfdescr,shortdescr,longdescr,modelno,shipweight,dimensions
1595,16817904,88411606373.0,Dell,Electronics - General,Dell SWITCH by Design Studio Lids Shaadi 15R,39.0,Custom made for your 2011 15  Inspiron R series laptops Slides on along the top of the laptop and clicks in Shaadi design,Personalize your Dell laptop with the Dell SWITCH by Design Studio Lids. You can change-out your lid with the push of a button. The Dell SWITCH by Design Studio Lid is custom made for your Inspiron R series laptop. It slides on along the top of the laptop and clicks in giving it the same look and feel of a permanent laptop lid.,Dell SWITCH by Design Studio Lids Shaadi 15R Custom made for your 2011 15  Inspiron R series laptops Slides on along the top of the laptop and clicks in Provides the same look and feel of a permanent laptop lid Shaadi design,YXMRF,,15.12 x 9.7 x 0.5 inches
1599,14926508,7771114801.0,Avery,Stationery &amp; Office Machinery,Avery 1  Hanging File Poly Ring Binder,7.24,Retractable storage hooks Rings lock in place Spine label,The Avery 1  Hanging File Poly Ring Binder lock in place so contents stay neat and organized. This binder is great for portfolios and educational or professional use.,Avery 1  Hanging File Poly Ring Binder Poly ring binder Retractable storage hooks Gap Free feature prevents ring misalignment Rings lock in place Spine label for identification PVC free Color Red,14801,0.418,
1600,14931545,7333343460.0,National Products Ltd.,Stationery &amp; Office Machinery,National Brand 80 sheet Composition Book Available in Wide College and Quadrille Rule,3.88,Xtreme white paper 97 brightness Permanently bound pages,Stay organized with the National Brand 7-7 8  Wide Rule Composition Book. This 80-sheet notebook features permanently bound sheets so your pages stay intact.,National Brand Composition Book 80 Sheets Xtreme white paper 97 brightness Permanently bound pages Great for taking notes in class,43460,0.596,
1601,15053973,4588814680.0,Zebra,Stationery &amp; Office Machinery,Zebra Sarasa Retractable Gel Roller Ball Pen Bonus Box Black Ink 24 Pk,24.94,Black ink Non-refillable Scratch-free writing,The Zebra Sarasa Gel Retractable Roller Ball Pen s smooth-flowing ink delivers scratch-free writing. The archival-quality water-based ink is vibrant and acid-free. The Zebra Sarasa Gel Retractable Roller Ball Pen s see-through barrel lets you know when you re running low on ink.,Zebra Sarasa Retractable Gel Roller Ball Pen Bonus Box Black Ink 24-Pack Black ink Retractable roller ball gel pen Visible ink supply Soft rubber grip Scratch-free writing Non-refillable,14680,0.555,
1602,15066781,8648673891.0,Generic,Stationery &amp; Office Machinery,Smead 3 1 2 Expansion Colored File Pocket Straight Tab,11.94,Manila-lined back fold-down front and straight tabs 6-1 2  high gussets reinforced at top with Tyvek strip,Perfect for filing and organizing 6-1 2  high matching color gussets reinforced at top with Tyvek strip. Back of pocket is lined with Manila for additional strength stability and identification of subject. Fold down front offers quick access to contents. Bottom and sides are fully enclosed to keep contents secure.,Smead Colored File Pocket Straight Tab Smead colored file pocket with 6-1 2  high gussets reinforced at top with Tyvek strip Back of pocket lined with Manila for additional strength and identification of subject Fold down front Bottom and sides fully enclosed keeping contents secure,73892,0.868,
1604,15117977,7251223764.0,Pentel,Stationery &amp; Office Machinery,Pentel Forte Pro II Automatic Pencil,32.94,Fixed sleeve Larger barrel Refillable,The Pentel Forte Pro II Automatic Pencil is ideal for drafting drawing and template work. A 3 mm fixed sleeve keeps your lead safe from accidental breaks. The larger interior barrel space stores more lead than standard automatic pencils. The Comfort Zone latex-free grip provides a comfortable writing experience. The large covered non-abrasive eraser easily and cleanly removes mistakes. RThe Pentel Forte Pro II Automatic Pencil has a removable pocket clip and eraser. The pencil is retractable and refillable.,Pentel Forte Pro II Automatic Pencil Larger interior barrel Comfort Zone latex-free grip Large covered eraser Non-abrasive Pocket clip and eraser included 3 mm fixed sleeve Retractable Refillable,,,
1605,15141033,71706813228.0,Da-Lite,Electronics - General,Da-Lite Key Locking Coverplate for 115V Switch or LVC,77.99,Hinged cover plate installs over the top of standard wall switch. Opens with a key to allow access to 110 volt switch or Low Voltage Control 3-button wall switch. Brushed stainless steel finish.,,DL1170Hinged cover plate installs over the top of standard wall switch. Opens with a key to allow access to 110 volt switch or Low Voltage Control 3-button wall switch. Brushed stainless steel finish.,40962,1.0,
1608,15406248,2521519312.0,Maxell,MP3 Accessories,Maxell Couleur Series Ear Buds Purple,16.18,Color Purple Comfortable lightweight and easy to adjust Ideal for home and travel,The Maxell Couleur Series Ear Buds are ideal for home and travel. The Couleur series provides soft silicone cushions for a comfortable fit and noise isolation.,Maxell Couleur Series Ear Buds Color Purple Ergonomically designed cavity that provides clear and bright sound Soft silicone cushions provide comfortable fit and noise isolation Ideal for home and travel Comfortable lightweight and easy to adjust,190238,0.95,5.75 x 1.75 x 1.3 inches
1617,8033031,65297719790.0,EDGE,Memory,EDGE 1GB PC2-4200 DDR2 533Mhz 240-Pin Desktop Memory Module,18.82,For desktop computers Individually tested Lifetime warranty Toll-free technical support,EDGE memory products provide maximum power speed quality and reliability. Products are double-tested to provide a high-quality and reliable memory upgrade. EDGE memory allows users to maximize system performance resulting in quicker document rendering faster Internet downloads quicker saves and loads and rapid game play. EDGE memory upgrades are backed by a lifetime warranty   toll-free technical support.  EDGE Tech memory upgrades are the fastest way to upgrade your computer system and are perfect for virtually every computer system.This memory upgrade is compatible with most desktop computers.,,PE197711,0.53,3.0 x 0.75 x 0.4 inches
1618,9189431,2521529805.0,Maxell,MP3 Accessories,Maxell 60-min miniDV Tapes for Camcorders 4-Pack,11.54,Maxell miniDV Videocassettes 4-Pack,These 60-minute tapes provide excellent results with all miniDV camcorders.,,DVM-60SE/4,0.3,3.8 x 2.5 x 1.0 inches
1622,14922593,8648664259.0,,Stationery &amp; Office Machinery,Smead Capacity Box Bottom Hanging File Folders Letter Green 25 Box,30.94,For bulky records manuals and catalogs Front and back scoring Coated rod tips,Protect and organize documents with Smead Capacity Box Bottom Hanging File Folders. These folders are great for organizing bulky records manuals and catalogs. The reinforcement strip prevents bulging. The Smead Capacity Box Bottom Hanging File Folders are scored front and back for easy content removal.,Smead Capacity Box Bottom Hanging File Folders Letter Green 25 Box 2  expansion area For bulky records manuals and catalogs Front and back scoring for quick document removal Rod tips coated to slide smoothly Slotted for index tabs 11pt stock,64259,4.569,
1625,13077600,80873670644.0,HP,Printers,HP Q3675A Image Transfer Kit,194.84,Print technology Laser  Low maintenance trouble-free printing  High-yield,Get the best results out of your HP Color LaserJet printing system. Chemically-grown toner formulas in HP Color LaserJet Print Cartridges work with your printer to deliver accurate consistent colour and reliable cost-effective performance.,Print technology Laser  Low maintenance trouble-free printing  High-yield  Chemically-grown toner formulas  Accurate consistent colour and reliable cost-effective performance,Q3675A,9.9,24.0 x 23.85 x 12.8 inches
1635,14898802,8585421674.0,Case Logic,Electronics - General,Case Logic Kindle DX  Case,19.99,Case Logic Kindle DX  with a sleeve that s as stylish as the device it holds. Durable materials keep your reader safe and you on the go. Fits the Kindle DX  eBook reader Durable dobby nylon and slimline design protects your reader on its own or in your favorite bag Zipper closure keeps your eBook reader clean and secure,,Outfit your Kindle DX  with a sleeve that s as stylish as the device it holds. Durable materials keep your reader safe and you on the go.    Product Material Nylon   Product Weight 0.22 lbs.   Laptop Compartment Dimensions 10.6  eBook reader  Durable dobby nylon and slimline design protects your reader on its own or in your favorite bag  Zipper closure keeps your eBook reader clean and secure,153351,0.22,11.25 x 8.0 x 1.25 inches
1640,14915536,79157947245.0,HON,Electronics - General,HON Bravo Articulating Keyboard Mouse Platform Glide Track,159.0,20-3 4w x 11d Color Black,The HON Bravo Articulating Keyboard Mouse Platform Glide Track is for desks credenzas or bridges. The smooth Teflon glide track makes the HON Bravo Articulating Keyboard Mouse Platform perfect for home or business.,HON Bravo Articulating Keyboard Mouse Platform Glide Track Includes Arm Bravo keyboard platform with glide track mouse tray and wrist rest 25 tilt 7 1 2  height adjustment Easy height adjustment  Smooth Teflon glide track,HKB700P,18.0,
1646,16914323,88391920427.0,Adobe,Software,Adobe Software InDesign CS5.5 PC,699.0,Enhanced eBook authoring Articles panel Style mapped to tags to easily create digital documents Linked text,Adobe InDesign CS5.5 software lets you design engaging page layouts for print or digital distribution with built-in creative tools and improved control over typography. Build engaging publications for tablet devices using Folio Producer tools and access to the Adobe Digital Publishing Suite hosted solution. Export EPUB documents with embedded audio and video and with images that resize automatically to fit the viewer s screen while you retain greater control over text formatting and content order.,Adobe Software InDesign CS5.5 PC Folio Producer tools Enhanced eBook authoring Articles panel Style mapped to tags to easily create digital documents Linked text Dragging and dropping of anchored objects PDF accessibility enhancements PC requirements Intel Pentium 4 or AMD Athlon 64 processor Microsoft Windows XP Vista 7 1GB of RAM 1.6GB of available hard disk space 1280 x 800 display DVD-ROM drive and broadband Internet required for online services,ADBCD20427WI,0.4,8.0 x 7.2 x 1.8 inches
1647,15078902,8919267340.0,HON,Furniture,HON 38000 Series Rght Pedestal Desk,899.0,Single pedestal steel desk with laminate top and box file drawers High-pressure laminate top is moisture- scratch- and stain-resistant,High-pressure laminate top is moisture- scratch- and stain-resistant. Tru-fit mitered drawers operate on heavy-duty steel ball bearing suspensions. High-sided file drawer extends fully and accepts hanging files without hang rails box drawer extends three-quarters. HON   core removable locks. Two worksurface grommets help control cord and wires. Three-quarter height modesty panel for privacy.,HON 38000 Series Rght Pedestal Desk Single pedestal steel desk with laminate top and box file drawers High-pressure laminate top is moisture- scratch- and stain-resistant Tru-fit mitered drawers operate on heavy-duty steel ball bearing suspensions High-sided file drawer extends fully and accepts hanging files without hang rails box drawer extends three-quarters HON   core removable locks Three-quarter height modesty panel for privacy Cable management grommets help control cords and wires.,38293RQQ,214.0,72.0 x 36.0 x 29.5 inches
1652,15657806,1240508563.0,Inland,Electronics - General,Inland ProHT iPhone Screen Protector,9.99,High transparency Prevents scratches dust buildup and fingerprints on iPad screen 3 x screen protectors included,Preserve your iPad screen with the Inland ProHT iPhone Screen Protector. This screen protector features high transparency and prevents scratches and fingerprints on your screen.,Inland ProHT iPhone Screen Protector High transparency Prevents scratches dust buildup and fingerprints on iPad screen 3 x screen protectors included 1 x cleaning wipes dry wet 1 x squeegee card,8563,0.25,8.1 x 5.9 x 1.9 inches
1653,15737694,64543923184.0,Q-See,Garden - General,Q-See QS408-811-5 8 Channel H.264 DVR Surveillance System with 8 Indoor Outdoor CMOS Night Vision Cameras,714.28,CIF real time recording on each channel 500GB hard drive 8 color CMOS cameras with 40 of night vision,The Q-See QS408-811-5 8 Channel H.264 DVR Surveillance System features real time CIF recording remote Internet monitoring and mobile surveillance through cell. The H.264 compression allows for maximum storage and little loss of quality while recording video on to a hard drive. It can simultaneously display live footage record and playback connect via network and back-up without any recording loss. This system comes with eight easy-to-install color weatherproof CMOS cameras that are each capable of up to 40 feet of night vision and 420 lines of resolution video.,Q-See QS408-811-5 8 Channel H.264 DVR Surveillance System with 8 Indoor Outdoor CMOS Night Vision Cameras H.264 compression CIF real time recording on each channel D1 recording on 2 channels Triplex technology recording playback and Internet transmitting at the same time USB mouse function USB port for backup to USB flash drive or USB hard drive Remote internet monitoring up to 5 users at the same time Mobile phone surveillance VGA port for viewing flexibility 500GB hard drive 8 color CMOS cameras with 40 of night vision 60 of cable with each camera for flexible installation,QS408-811-5,23.0,18.0 x 14.0 x 12.0 inches
1655,15862706,6503084127.0,StarTech,Electronics - General,StarTech 6 Slim 3.5mm Right Angle Stereo Audio Cable M M,7.88,Slimline connector molding Molded connectors with strain relief Gold-plated connectors,This StarTech 6 Slim 3.5mm Right Angle Stereo Audio Cable is the perfect solution for portable audio devices iPod iPhone iPad MP3 Players featuring a slim connector molding that fits easily into a 3.5mm headphone jack even if the device is in a protective case.  For those difficult to reach areas our right angle 3.5mm stereo audio to 3.5mm right angle cable allows you to connect where a normal straight stereo audio connector cannot.,StarTech 6 Slim 3.5mm Right Angle Stereo Audio Cable M M Slimline connector molding Designed for use with portable devices Molded connectors with strain relief Gold-plated connectors Connectors 2 x 3.5mm Stereo Male Cable Length 6,MU6MMS2RA,0.05,8.78 x 4.96 x 0.39 inches
1668,13214217,72741941492.0,AMD,Electronics - General,AMD 100-505551 FirePro V3700 Graphics Card,91.92,Standard Memory 256 MB  Maximum Resolution 2560 x 1600  Host Interface PCI,The ATI FirePro V3700 Graphics Card ultra parallel processing architecture maximizes throughput by automatically directing graphics horsepower where it s needed. Intelligent management of computational resources enables enhanced utilization of the GPU to enable real-time rendering of complex models and scenes while increasing frame rates when animating. The ATI FirePro V3700 is ideally suited for applications that benefit from accurate color reproduction and superior visual fidelity.,Standard Memory 256 MB  Maximum Resolution 2560 x 1600  Host Interface PCI,100-505551,1.15,10.35 x 9.0 x 2.592 inches
1671,13309316,69439607831.0,U.S. Traveler,Electronics - General,U.S. Traveler Rolling Laptop Briefcase with Laptop Sleeve,55.99,U.S. Traveler Rolling Laptop Briefcase with Laptop Sleeve Rolling Laptop Briefcase with Laptop Sleeve Dimensions 17 in. w x 13.5 in. h x 8 in. d FAA carry-on size Laptop case works as a carry-on and features a heavily padded laptop holder. Wheeled business case is constructed of durable stain and wrinkle resistant micro fabrication Briefcase boasts a spacious dual compartment storage design Eva foam padding on front panel for added protection Dual internal self-locking push button handle system Detachable and adjustable padded shoulder strap Convenient backside velcro strap to slip over to the luggage handle In-line skate wheels with metal ball bearings Curb guards allow easy maneuvering Front organizer section with slip pockets and zippered mesh accessory pocket Fully functional organizer section for cell phone pens and business cards Fits laptops that measure up to 15.5 inches wide x 10.5 inches high x 2 inches deep,,Rolling Laptop Briefcase with Laptop Sleeve    Product Material Polyester   Product Weight 7.50 lbs.  Dimensions 17 in. w x 13.5 in. h x 8 in. d FAA carry-on size Laptop case works as a carry-on and features a heavily padded laptop holder.  Wheeled business case is constructed of durable stain and wrinkle resistant micro fabrication  Briefcase boasts a spacious dual compartment storage design  Eva foam padding on front panel for added protection  Dual internal self-locking push button handle system  Detachable and adjustable padded shoulder strap  Convenient backside velcro strap to slip over to the luggage handle  In-line skate wheels with metal ball bearings  Curb guards allow easy maneuvering  Front organizer section with slip pockets and zippered mesh accessory pocket  Fully functional organizer section for cell phone pens and business cards  Fits laptops that measure up to 15.5 inches wide x 10.5 inches high x 2 inches deep,145295,8.0,18.0 x 14.0 x 10.0 inches
1672,13912216,2724270591.0,Sony,Photography - General,Sony HD Output Adapter Cable,32.0,Cable Length 59-1 8  Plug Multi connector 24-pin 2 x audio 3 x component video,Simply connect your compatible Cyber-shot digital camera to your high definition TV and view your pictures in superb detail. The 59-1 8 inch cable length is all you need for connecting your camera and reliving the memories with your family and friends.,Key Features Cable Length 59-1 8  Gold plated plug Plug Multi connector 24-pin 2 x audio 3 x component video,VMC-MHC1,0.21,8.75 x 3.25 x 1.26 inches
1674,14118866,2394296815.0,Verbatim,USB Drives,Verbatim 4GB Tuff- n -Tiny USB 2.0 Flash Drive Green,11.98,Capacity 4GB Interface USB 2.0 and 1.1 Attach to key ring or cell phone for portability,Verbatim s Store n Go Micro USB drive features new System in Package SIP technology which integrates all of the electronic components into one of the smallest and most reliable USB drives available. Resistant to everyday handling dust moisture and static discharges Store n Go Micro is small enough and tough enough to take with you everywhere. Includes cell phone lanyard for easy attachment to cell phone or your key ring.,Key Features Capacity 4GB Interface USB 2.0 and 1.1 Designed to resist the elements Attach to key ring or cell phone for portability,,,
1675,14927528,68544261510.0,,Storage,Storex Portable File Storage Box w Organizer Lid Black,25.0,Black Legal Letter Organizer compartment in lid,The Storex File Storage Box with Organizer Lid features an organizer compartment in lid that allows for easy access to supplies. The Storex File Box also features a handle and latch for ease of transporting files from car to office or from room to room. The storage box accepts a padlock not included .,Storex Portable File Storage Box w Organizer Lid Letter Legal Black Black Legal Letter Organizer compartment in lid that allows for easy access to supplies Handle and latch for ease of transporting files from car to office or from room to room Accepts a padlock not included,61510U01C,6.5,
1677,14249361,64109211694.0,Draper,Electronics - General,Draper Glass Beaded Paragon Electric Screen - AV Format 13 x 26,8112.2,A large motor-in-roller projection screen that is ideal for auditoriums and lecture halls. Operations is smooth quiet and reliable with the motor installed on special vibration insulators inside a 6 diameter steel roller. Features -Operation is smooth quiet and reliable -Case is made of aluminum and fire-retardant hardboard -Can be suspended almost anywhere -Surface has unobtrusive horizontal seams -With control options it can be operated from any remote location -Warranted for 1 year against defects in materials and workmanship Installation Instructions Need mounting brackets carrying cases or other screen accessories Shop our selection - call us with any questions View All Screen Accessories,,DR3337A large motor-in-roller projection screen that is ideal for auditoriums and lecture halls. Operations is smooth quiet and reliable with the motor installed on special vibration insulators inside a 6 diameter steel roller.  Features Operation is smooth quiet and reliable Case is made of aluminum and fire-retardant hardboard Can be suspended almost anywhere Surface has unobtrusive horizontal seams With control options it can be operated from any remote location Warranted for 1 year against defects in materials and workmanship   Need mounting brackets carrying cases or other screen accessories Shop our selection - call us with any questions,114098,970.0,
1678,14250245,64109210808.0,Draper,Electronics - General,Draper M2500 Access MultiView Series V Electric Screen - HDTV to NTSC 133 diagonal,3685.0,The Access MultiView Series V offers total flexibility. One screen two formats. Ceiling-recessed electric tab-tensioned projection screen with independently motorized masking system installed in the same case for dual format projection. Features -Electric tab-tensioned front projection screen with independently motorized masking system installed in the same case for dual format projection..-Ceiling-recessed hidden when not in use..-Flat black mask on second motor-in-roller converts the projection screen to a 4 3 NTSC format by masking the right and left sides of the viewing surface..-Depending on surface available in sizes through 133 diagonal HDTV format or 136 diagonal WideScreen format..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material M2500 Higher gain surface provides good black retention with accurate light colors and whites. M2500 is black-backed and tolerates a higher ambient light level in the audience area than many front projection screen surfaces. On-axis gain of 1.5. Access MultiView Series V Projection Screen Installation Instructions Access MultiView Series V Projection Screen Case Instructions Access MultiView Series V Projection Screen Wiring Instructions Need mounting brackets carrying cases or other screen accessories Shop our selection - call us with any questions View All Screen Accessories,,DR2265The Access MultiView Series V offers total flexibility. One screen two formats. Ceiling-recessed electric tab-tensioned projection screen with independently motorized masking system installed in the same case for dual format projection.   Features Electric tab-tensioned front projection screen with independently motorized masking system installed in the same case for dual format projection. Ceiling-recessed hidden when not in use. Flat black mask on second motor-in-roller converts the projection screen to a 4 3 NTSC format by masking the right and left sides of the viewing surface. Depending on surface available in sizes through 133 diagonal HDTV format or 136 diagonal WideScreen format. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material M2500  Higher gain surface provides good black retention with accurate light colors and whites. M2500 is black-backed and tolerates a higher ambient light level in the audience area than many front projection screen surfaces. On-axis gain of 1.5.     Need mounting brackets carrying cases or other screen accessories Shop our selection - call us with any questions,105012,160.0,
1679,14250258,64109210551.0,Draper,Electronics - General,Draper Matte White Access Series E Electric Screen  - NTSC 10 diagonal,1516.95,The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Install an Access case first and the screen later..-Motor-in-roller assures quiet and smooth operation..-Depending on surface available in sizes through 12 x 12 and 200 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Matte White The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,,DR2291The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date.   Features Now available in 16 10 and 15 9 laptop presentation formats Install an Access case first and the screen later. Motor-in-roller assures quiet and smooth operation. Depending on surface available in sizes through 12 x 12 and 200 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material Matte White  The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,104016,87.0,
1680,14250320,64109210708.0,Draper,Electronics - General,Draper High Contrast Grey Access Series E Electric Screen  - AV Format 70 x 70,1336.05,The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Install an Access case first and the screen later..-Motor-in-roller assures quiet and smooth operation..-Depending on surface available in sizes through 12 x 12 and 200 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material High Contrast Grey Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8  in height. Peak gain of 0.8.,,DR2589The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date.   Features Now available in 16 10 and 15 9 laptop presentation formats Install an Access case first and the screen later. Motor-in-roller assures quiet and smooth operation. Depending on surface available in sizes through 12 x 12 and 200 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material High Contrast Grey  Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8 in height. Peak gain of 0.8.,104173,68.0,
1682,14272949,1.09e+11,VEHO,Camcorders,Veho VCC004MUVIBLK Black Micro DV Camcorder,69.0,640 x 480 resolution video Photo Resolution 1280 x 960 Extreme sports kit,Measuring just 4cm high the Muvi Atom is the smallest DV camcorder in the world. With 2 megapixel recording image quality is not compromised. Note Memory card not included. Purchase of a memory card is highly recommended.,Key Features   Benefits 640 x 480 resolution video delivers video with excellent color and precision detail in AVI file format Additional Features Photo Resolution 1280 x 960 Micro SD memory card slot Extreme sports kit,VCC004MUVIBLK,0.5,6.0 x 5.8 x 2.2 inches
1684,14667121,3399102031.0,Scosche,Car Stereos,Scosche Dash Install Kit for 1995 and Newer Ford Mercury Lincoln Mazda,12.21,For 1995 and newer Ford Mercury Lincoln Mazda models Material ABS plastic Easy installation,The Scosche Dash Install Kit for 1995 and newer Ford Mercury Lincoln Mazda models is made of high strength ABS plastic for durability. The kit is easy to install.,Scosche Dash Install Kit For 1995 and newer Ford Mercury Lincoln Mazda models Material ABS plastic Easy installation,FD2080,0.78,10.75 x 6.5 x 2.75 inches
1687,15118699,84235606901.0,,Stationery &amp; Office Machinery,Boise ASPEN 30 Office Paper 92 Brightness 20lb 8-1 2 x 14 5000 Sheets Carton,52.54,20-lb. white office paper Engineered specifically for use in high-speed copiers fax machines and laser printers,Engineered specifically for use in high speed copiers plain paper fax machines and laser printers. Maintains the same hard-working characteristics as a non-recycled sheet. Great for inter-office memos and letters with the advantage of recycled content. Acid-free for archival quality.,Boise ASPEN 30 Office Paper 92 Brightness 20lb White 5000 Ctn 20-lb. white office paper with a 92 GE brightness rating Engineered specifically for use in high-speed copiers plain paper fax machines and laser printers Maintains the same hard-working characteristics as a non-recycled sheet Great for inter-office memos and letters with the advantage of recycled content Acid-free for archival quality,54901,50.0,
1690,14916403,8648610545.0,,Stationery &amp; Office Machinery,Smead Acid-Free Poly Folder 2 Fasteners 1 3 Cut Top Tab Letter Manila 24 Box,42.94,Secures valuable papers to prevent loss Fasteners can subdivide documents Polypropylene construction,Protect and secure important documents with Smead Acid-Free Poly Folders. These installed 2 inch capacity fasteners hold papers securely inside to prevent valuable papers from falling out or getting lost. The fasteners are also a great way to subdivide related documents within the folder. Smead Acid-Free Poly folders are constructed with tear and moisture resistant polypropylene.,Smead Acid-Free Poly Folder 2 Fasteners 1 3 Cut Top Tab Letter Manila 24 Box Holds valuable papers securely to prevent loss Fasteners subdivide related documents within the folder Polypropylene construction Installed 2  expansion,10545,3.012,
1692,16352403,8687618638.0,Rubbermaid Commercial,Storage,Rubbermaid Commercial Slim Jim Blue Plastic Recycling Container With Venting Channels 23 gal,57.97,,Recycling container with venting channels.,Venting channels take strain out of liner removal Space-saving profile fits in many locations Includes four patent-pending can liner c inches to improve productivity Molded-in handles and base grips make lifting and emptying easier,354007BE,7.65,30.0 x 22.0 x 11.0 inches
1698,14939067,7431952155.0,,Stationery &amp; Office Machinery,Ampad Envirotec Hanging File Folders 1 5 Tab 11pt Stock Ltr Standard Green 25pk,12.54,Coated,Eco-smart choice features coated   expansion. Includes clear plastic tabs and blank inserts.,Ampad Envirotec Hanging File Folders 1 5 Tab 11pt Stock Ltr Standard Green 25 Pack Green Coated   expansion Includes clear plastic tabs and blank inserts,,,
1700,14926487,7878748434.0,,Stationery &amp; Office Machinery,Pendaflex CutLess WaterShed File Folders 1 3 Cut Top Tab Letter Manila 100 Per Box,22.69,Water-resistant Letter size Protects against paper cuts,Pendaflex CutLess WaterShed File Folders safeguard documents and your fingers. Specially formulated to resist spills and rain protecting your files from water damage. Softer edge reduces the risk of paper cuts. 11 pt. stock. Manufacturer s lifetime guarantee.,Pendaflex CutLess WaterShed File Folders CutLess WaterShed 11 pt. stock file folders are water-resistant and have thicker softer edges Letter size 1 3 cut top tabs in assorted positions Specially formulated to resist spills and rain protecting your files from water damage Liquids simply bead up and can be wiped clean with a cloth Thicker stock and softer edge reduces the risk of paper cuts,48434,5.5,
1702,14922815,8648624117.0,,Stationery &amp; Office Machinery,Smead Folders Front Interior Pocket Straight End Tab Letter Manila 50 Box,45.94,Safely stores x-rays photos documents and more Pockets seal on outer edge Embossed guides for labels,Protect files and documents with Smead Front Interior Pocket Folders. These convenient file pockets hold letter size or smaller documents. The pocket is open on the top and inside edge for easy filing and sealed on the outer edge for security. Safely store x-rays photos and more with Smead Front Interior Pocket Folders.,Smead Folders Front Interior Pocket Straight End Tab Letter Manila 50 Box Safely stores x-rays photos documents and more Pockets open on top and inside edge Pockets seal on outer edge for security 11pt stock Reinforced tabs Embossed guides for label placement End tab pocket folder with double-ply straight cut tabs Contains 10 percent post-consumer recycled content,24117,3.103,
1704,14915892,8308621110.0,,Stationery &amp; Office Machinery,Cardinal HOLDit Self-Adhesive Multi-Punched Binder Insert Strips 25 Pack,6.18,Easy to use Fit a variety of binder styles Multi-hole punched for versatility,Stay organized with the Cardinal HOLDit Self-Adhesive Multi-Punched Binder Insert Strips. These clear adhesive strips are multi-hole punched to fit a variety of binder ring styles.,Cardinal HOLDit Self-Adhesive Multi-Punched Binder Insert Strips 25pk Includes 25 strips Strips provide an easy way to add documents and brochures to your ring binder without punching holes Peel away cover strip and press in place along edge of paper,21110,0.085,
1705,14917750,7878701156.0,,Stationery &amp; Office Machinery,Pendaflex 15-Pocket Portafile Expanding Organizer Black,16.88,15-key drawer wall file with control chart Portable or wall mountable Comes with 15 numbered tags,Prevent the hassle of continually having to search through keys simply keep them in a Pendaflex 15-Pocket Portafile Expanding Organizer.,Pendaflex 15-Pocket Portafile Expanding Organizer Black 15-key drawer wall file with control chart and numbered tags Portable or wall mountable Equipped with a control chart to keep keys in order For security the door has a key lock with two keys Comes with 15 numbered tags Contains 30 percent post-consumer recycled content and 30 percent total recycled content,,,
